120102.793966 630.489001 121.689784 -0.006087 -0.005542
269277.329682 300.276358 156.007144 -0.018261 0.015160
1260731.205931 302.073523 191.755740 0.013081 -0.002970
973263.179405 632.789000 573.000419 0.008517 -0.005930
1683880.506867 289.444139 229.456482 -0.016836 -0.013039
1760997.696668 175.249325 580.697160 0.011716 -0.019832
354965.669268 682.034806 474.766082 -0.004786 -0.012008
306862.422408 412.056661 346.407447 -0.003484 0.002363
913598.742761 34.797507 562.395777 0.011117 0.014843
723511.401901 210.327937 397.523479 -0.007312 0.019065
27418.055584 127.060222 203.291457 -0.004128 -0.010474
1026719.971107 221.763317 273.199066 -0.000716 -0.017201
919235.655535 527.388061 553.051987 -0.009943 -0.018407
247720.705461 324.116419 333.535778 0.008055 0.012687
229642.751734 125.828092 516.917880 -0.017953 0.017243
1463437.116455 330.466181 118.802173 -0.004257 0.009188
349002.480669 325.699551 533.858113 0.000952 0.011709
253345.397419 21.816265 48.644437 0.003302 0.000366
301882.374241 33.458535 101.068901 -0.017043 -0.008247
417897.793659 158.202182 419.664436 0.010567 0.015939
1032678.423930 703.134205 34.303117 -0.004920 0.017241
1981626.739717 86.698821 206.277293 -0.012526 0.000323
148080.320166 290.825643 545.984487 0.018532 0.015051
1426235.401736 72.267985 542.501385 0.011788 0.006905
826207.458426 756.182177 428.549586 0.003258 -0.019251
17939.873048 632.927249 129.684504 0.008282 0.002227
229060.592236 178.861817 260.644542 -0.013058 0.003949
729567.630556 129.613647 425.779340 0.008396 -0.006041
424191.899795 625.674717 428.085466 -0.015136 0.009776
1179453.697605 667.594394 501.622537 -0.000307 0.005139
1017047.714916 725.046371 344.263820 -0.011060 -0.000459
1184883.571782 186.431840 168.174388 0.012319 0.017650
1669257.284919 738.156620 98.149861 -0.009283 -0.016581
1530870.404807 506.882974 153.224222 -0.001039 -0.006350
1211583.405366 549.751822 75.228533 -0.007252 0.012377
1741377.547263 727.064310 385.888933 0.008280 -0.003837
544004.606336 172.390864 185.222045 0.013853 -0.002453
1594854.852927 350.128354 402.493959 -0.016923 -0.010141
1223177.906695 729.536121 101.487448 0.010979 -0.012987
527324.168257 433.103691 487.894395 0.000768 -0.019345
312490.830343 99.845642 422.414256 -0.009334 -0.002535
1025907.483430 121.026795 211.882428 -0.013738 0.014343
1509229.653286 342.144613 43.707144 -0.017736 -0.009256
1023852.793045 688.339881 427.866798 -0.012673 0.017502
1918069.081343 635.434746 509.667541 -0.014828 0.002811
59433.087734 314.317786 67.692284 0.013726 0.016466
257531.464220 800.362483 21.881333 0.013289 -0.008779
961609.428265 277.045227 259.691323 0.013358 0.000069
582120.371322 470.175501 558.410938 -0.005430 0.006018
408974.288222 701.454420 306.833629 0.016762 -0.017648
899929.745542 700.449996 512.013749 -0.008030 -0.019833
849952.291162 263.239906 237.861446 0.001499 -0.013091
617567.269419 532.481928 103.650043 -0.006174 -0.000031
907629.657959 661.587392 506.910848 0.015484 0.006347
693382.430213 141.908982 148.636207 -0.008910 0.001678
1797970.130014 385.174171 250.844388 -0.003534 -0.004078
955435.349120 688.729959 164.165543 -0.006715 -0.013575
557659.864685 605.753520 293.428872 0.007022 -0.008247
1324351.926951 788.081219 575.701910 0.013365 -0.006809
917046.023028 230.779229 93.697738 -0.007872 -0.012935
1632997.046985 519.344235 212.304562 -0.017472 0.017107
1790149.784549 770.304084 244.942976 -0.007426 -0.004981
1613713.184192 632.383630 140.860095 -0.016782 -0.015069
791753.703166 288.351614 527.480751 0.015412 -0.018583
347958.385175 437.580845 12.124212 -0.014653 -0.004648
701432.257286 473.860126 403.119887 0.000313 0.015825
1693039.169392 258.845578 326.982934 -0.012027 -0.004479
944105.254926 76.142791 210.649786 0.015299 -0.003684
1451122.988691 550.403406 119.719633 0.018427 0.010759
644142.737912 285.187699 76.742087 -0.011901 -0.010303
328294.663843 300.484108 473.811232 -0.012310 0.000413
344141.964030 428.601178 60.782695 0.013715 -0.018293
1995072.262359 551.836265 220.456656 0.001697 0.015578
1509670.835691 11.381334 590.818137 -0.015737 0.015795
783939.521193 665.416353 349.914551 0.003570 0.011724
702233.533702 730.445464 89.313043 -0.000817 -0.015270
783487.379916 514.561813 295.057580 -0.012712 0.013089
1976.599918 282.352207 217.761373 -0.015861 -0.012100
812477.567611 80.827127 532.019072 0.010926 0.005776
1551513.418346 422.518151 395.028230 0.010381 0.005362
1106838.468046 120.966435 279.581153 -0.014531 0.009719
516376.429478 389.653124 393.991560 -0.003795 0.018697
1541877.001311 639.327899 366.716885 -0.009512 0.019231
877046.727052 210.804379 200.480140 0.012091 -0.005350
1062152.807164 166.509267 280.653611 -0.003292 0.019290
220503.739184 154.909179 305.894689 0.010760 0.018112
285758.867062 257.563933 62.776281 0.004297 -0.001899
1694852.848395 693.279998 566.799027 0.000205 -0.009156
1823523.613542 219.358439 44.331594 0.000908 0.001466
109429.840049 768.362576 479.905810 -0.004452 0.010493
331166.874772 736.279392 582.340773 0.005304 -0.006527
1904142.131984 594.128947 318.582688 -0.001574 0.000439
967910.745632 483.257153 499.432367 0.003529 -0.011505
581591.096978 348.583123 47.849633 -0.010624 0.017521
706572.319710 118.028426 128.278195 -0.002975 0.006839
1499518.371885 385.510258 378.598705 0.001968 0.014853
785875.055374 571.617470 474.481732 -0.005460 -0.006112
257524.722376 252.873243 54.234626 0.006436 0.011154
1201976.699383 114.863076 228.790411 -0.002628 0.009283
1186503.038363 579.943177 101.556658 0.006847 0.018404
215485.423904 20.196049 64.871087 -0.007130 -0.001903
1555844.913030 56.690632 560.780174 -0.003688 0.004795
1610655.802121 641.051022 200.527007 0.003844 -0.013396
1363983.919548 580.433926 288.388400 0.010877 -0.004604
515601.680854 298.444004 317.466902 0.005553 0.012257
521772.659627 185.480602 319.316536 -0.002819 0.016138
984056.433190 429.746003 558.167523 0.003647 0.013856
764465.851134 302.324362 557.875057 -0.007326 0.011444
1098768.237559 97.991708 352.789219 0.014803 0.008809
1505133.839094 452.666061 265.956587 -0.010716 -0.006501
1656881.889169 392.824241 426.159854 -0.005667 -0.014814
1035409.796534 493.812564 216.625978 -0.018016 -0.018107
532033.862794 432.621590 350.154126 -0.012176 -0.014338
885049.308131 462.170806 312.179400 -0.005114 0.015772
611963.250959 737.373035 10.241024 0.015716 0.012220
1469794.933437 516.557705 223.368310 -0.012584 0.015489
1419313.830053 5.429319 222.319269 -0.003154 -0.005439
1001399.715897 751.037339 589.593736 0.014489 0.019463
